"Suburb","Address","Rooms","Type","Method","Seller","Date","Distance","Postcode","Bedroom","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Latitude","Longtitude","Regionname","Propertycount","ParkingArea","Price"
"Newport","193 Mason St",3,"House","S","Greg","24/9/16",8.4,3015,3,1,2,531,160.2800156,1970,"Hobsons Bay City Council",-37.8409,144.8663,"Western",5498,"Attached Garage",910000
"Newport","14 Oakbank St",2,"House","S","RT","24/9/16",8.4,3015,2,1,0,297,95,1900,"Hobsons Bay City Council",-37.8501,144.8931,"Western",5498,"Carport",896000
"North Melbourne","443 Abbotsford St",2,"House","SP","Jellis","24/9/16",2.3,3051,2,2,1,146,160.2800156,1970,"Melbourne City Council",-37.7959,144.9464,"Northern",6821,"Attached Garage",1200000
"North Melbourne","306/350 Victoria St",2,"Unit","SP","Alexkarbon","24/9/16",2.3,3051,2,1,1,557,75,2002,"Melbourne City Council",-37.8055,144.9547,"Northern",6821,"Indoor",630000
"Northcote","43 Andrew St",4,"House","S","Jellis","24/9/16",5.5,3070,3,2,1,569,160.2800156,1970,"Darebin City Council",-37.772,145.0039,"Northern",11364,"Underground",2004000
"Northcote","52 Charles St",2,"House","S","Jellis","24/9/16",5.5,3070,2,1,1,178,100,1900,"Darebin City Council",-37.777,144.9922,"Northern",11364,"Outdoor Stall",1211000
"Northcote","167 Clarke St",5,"House","SP","McGrath","24/9/16",5.5,3070,4,4,3,569,160.2800156,1910,"Darebin City Council",-37.7763,144.9964,"Northern",11364,"Carport",4300000
"Northcote","23 Howitt St",3,"House","S","Collins","24/9/16",5.5,3070,3,1,1,335,160.2800156,1970,"Darebin City Council",-37.7816,145.0141,"Northern",11364,"Attached Garage",1400000
"Northcote","1/13 Kellett St",2,"Unit","S","Nelson","24/9/16",5.5,3070,2,1,1,129,115,1975,"Darebin City Council",-37.7668,145.0063,"Northern",11364,"Indoor",770000
"Northcote","130 Mitchell St",3,"House","SP","Miles","24/9/16",5.5,3070,3,1,2,318,160.2800156,1970,"Darebin City Council",-37.7733,145.0078,"Northern",11364,"Carport",1090000
"Northcote","33 Oxford St",4,"House","S","McGrath","24/9/16",5.5,3070,3,1,1,654,160.2800156,1970,"Darebin City Council",-37.7756,145.0082,"Northern",11364,"Detached Garage",1830000
"Northcote","239 Victoria Rd",3,"House","VB","Nelson","24/9/16",5.5,3070,3,1,1,440,131,1930,"Darebin City Council",-37.7663,145.0118,"Northern",11364,"Attached Garage",1000000
"Northcote","5/216 Westgarth St",2,"Unit","S","Jellis","24/9/16",5.5,3070,2,1,1,671,160.2800156,1970,"Darebin City Council",-37.7833,145.0135,"Northern",11364,"Indoor",600000
"Oakleigh South","41 Bossington St",3,"Townhouse","S","Buxton","24/9/16",14.7,3167,3,1,2,252,160.2800156,1970,"Kingston City Council",-37.9167,145.0879,"South-Eastern",3692,"Attached Garage",800000
"Parkville","110 Gatehouse St",4,"House","S","Jellis","24/9/16",2.6,3052,4,1,0,194,186,1890,"Melbourne City Council",-37.7944,144.9542,"Northern",2309,"Carport",1928000
"Pascoe Vale","2a Kent Rd",3,"House","S","Nelson","24/9/16",9.9,3044,3,1,1,190,108,1970,"Moreland City Council",-37.7211,144.9508,"Northern",7485,"Attached Garage",616000
"Pascoe Vale","7 Longview St",3,"House","S","Nelson","24/9/16",9.9,3044,3,1,2,582,160.2800156,1970,"Moreland City Council",-37.724,144.9333,"Northern",7485,"Parkade",792000
"Port Melbourne","702/127 Beach St",2,"Unit","SP","Cayzer","24/9/16",3.8,3207,2,1,2,557,160.2800156,1970,"Melbourne City Council",-37.8399,144.9287,"Southern",8648,"Outdoor Stall",1252000
"Port Melbourne","116 Farrell St",2,"House","S","Woodards","24/9/16",3.8,3207,2,1,1,139,160.2800156,1960,"Melbourne City Council",-37.8342,144.9393,"Southern",8648,"Attached Garage",1010000
"Port Melbourne","11/201 Graham St",2,"Townhouse","S","Frank","24/9/16",3.8,3207,2,1,1,557,160.2800156,1970,"Melbourne City Council",-37.8396,144.9391,"Southern",8648,"Indoor",779000
"Port Melbourne","110 Ingles St",2,"House","PI","Marshall","24/9/16",3.8,3207,2,1,1,108,160.2800156,1970,"Melbourne City Council",-37.8329,144.9463,"Southern",8648,"Parkade",790000
"Port Melbourne","403/99 Nott St",1,"Unit","S","hockingstuart","24/9/16",3.8,3207,1,1,1,557,160.2800156,2002,"Melbourne City Council",-37.8405,144.9385,"Southern",8648,"Underground",455500
"Prahran","1/11 Mount St",3,"Townhouse","S","Beller","24/9/16",4.5,3181,3,3,1,557,160.2800156,1970,"Stonnington City Council",-37.8514,144.9957,"Southern",7717,"Parking Pad",1015000
"Preston","22/2 Arthur St",1,"Unit","PI","Nelson","24/9/16",8.8,3072,1,1,1,557,67,2005,"Darebin City Council",-37.7441,144.9999,"Northern",14577,"Carport",300000
"Preston","34 Booth St",2,"House","S","Nelson","24/9/16",8.8,3072,2,1,3,493,95,1950,"Darebin City Council",-37.74,144.9821,"Northern",14577,"Detached Garage",890000
"Preston","99 Dundas St",3,"House","SP","Jellis","24/9/16",8.8,3072,3,2,1,313,160.2800156,1970,"Darebin City Council",-37.7531,145.01,"Northern",14577,"Indoor",1040000
"Preston","29 Hope St",3,"House","S","Nelson","24/9/16",8.8,3072,3,2,1,453,160.2800156,1948,"Darebin City Council",-37.7388,144.9844,"Northern",14577,"Parkade",1050000
"Reservoir","70 Barry St",3,"House","S","Love","24/9/16",11.2,3073,3,1,1,719,160.2800156,1970,"Darebin City Council",-37.709,145.0015,"Northern",21650,"Detached Garage",785000
"Reservoir","16 Cool St",2,"House","SP","Nelson","24/9/16",11.2,3073,2,1,1,714,160.2800156,1970,"Darebin City Council",-37.726,144.9858,"Northern",21650,"Indoor",840000
"Reservoir","30 Davidson St",5,"House","S","Nelson","24/9/16",11.2,3073,5,3,4,922,160.2800156,1970,"Darebin City Council",-37.6961,144.9865,"Northern",21650,"Parkade",925000
"Reservoir","906 High St",3,"House","S","Nelson","24/9/16",11.2,3073,3,1,1,621,160.2800156,1950,"Darebin City Council",-37.7195,145.0074,"Northern",21650,"Indoor",700000
"Reservoir","5 Jess St",4,"House","S","Ray","24/9/16",11.2,3073,3,1,2,771,160.2800156,1965,"Darebin City Council",-37.705,145.0035,"Northern",21650,"Parkade",801000
"Reservoir","1/164 Leamington St",1,"Unit","S","Brad","24/9/16",11.2,3073,2,1,1,557,45,1970,"Darebin City Council",-37.7111,144.9919,"Northern",21650,"Underground",216000
"Reservoir","2/164 Leamington St",1,"Unit","S","Brad","24/9/16",11.2,3073,1,1,1,557,45,1970,"Darebin City Council",-37.7111,144.9919,"Northern",21650,"Outdoor Stall",220000
"Reservoir","57 Newton St",3,"House","S","Nelson","24/9/16",11.2,3073,3,1,2,569,160.2800156,1970,"Darebin City Council",-37.7313,145.0224,"Northern",21650,"Detached Garage",866000
"Reservoir","6/5 Seaver Gr",2,"Unit","VB","Love","24/9/16",11.2,3073,2,1,1,151,80,1975,"Darebin City Council",-37.7126,144.99,"Northern",21650,"Indoor",340000
"Richmond","41 Cameron St",3,"House","S","RT","24/9/16",2.6,3121,3,2,2,171,118,1890,"Yarra City Council",-37.8166,144.9987,"Northern",14949,"Detached Garage",1320000
"Richmond","320 Church St",3,"House","S","Jellis","24/9/16",2.6,3121,3,2,1,192,111,1900,"Yarra City Council",-37.8212,144.9985,"Northern",14949,"Attached Garage",1651000
"Richmond","2 Francis St",3,"House","S","Biggin","24/9/16",2.6,3121,3,1,0,128,160.2800156,1970,"Yarra City Council",-37.8198,145.0026,"Northern",14949,"Parkade",1032000
"Richmond","3 Jika Pl",3,"House","S","hockingstuart","24/9/16",2.6,3121,4,3,1,140,160.2800156,1970,"Yarra City Council",-37.8148,144.9912,"Northern",14949,"Carport",915000
"Richmond","3 Mary St",3,"House","S","Jellis","24/9/16",2.6,3121,3,1,0,148,160.2800156,1970,"Yarra City Council",-37.8194,145.0024,"Northern",14949,"Carport",1075000
"Richmond","46 Park Gr",4,"House","PI","Biggin","24/9/16",2.6,3121,4,2,0,288,193,1900,"Yarra City Council",-37.8268,145.0129,"Northern",14949,"Detached Garage",1800000
"Richmond","3/77 River St",3,"Unit","S","Biggin","24/9/16",2.6,3121,3,2,2,557,104,2005,"Yarra City Council",-37.8189,145.0131,"Northern",14949,"Indoor",791500
"Richmond","22a Stanley St",3,"House","S","Biggin","24/9/16",2.6,3121,3,2,2,80,144,1850,"Yarra City Council",-37.8233,144.9947,"Northern",14949,"Parkade",1600000
"Rosanna","9 Greensborough Rd",3,"House","S","Ray","24/9/16",11.4,3084,3,2,1,606,99,1955,"Banyule City Council",-37.7347,145.0783,"Eastern",3540,"Detached Garage",515000
"Seddon","10/117 Albert St",2,"Unit","S","Sweeney","24/9/16",6.6,3011,2,1,1,557,71,1975,"Maribyrnong City Council",-37.8066,144.8971,"Western",2417,"Attached Garage",355000
"South Melbourne","372 Dorcas St",3,"House","S","RT","24/9/16",2.1,3205,3,2,2,557,260,1877,"Port Phillip City Council",-37.8352,144.952,"Southern",5943,"Indoor",2300000
"South Yarra","8 Cliff St",2,"House","VB","Fletchers","24/9/16",3.3,3141,2,1,0,176,81,1930,"Melbourne City Council",-37.8436,144.9925,"Southern",14887,"Attached Garage",1100000
"South Yarra","7/48 Cromwell Rd",1,"Unit","S","hockingstuart","24/9/16",3.3,3141,1,1,0,557,48,1960,"Melbourne City Council",-37.8427,145.0006,"Southern",14887,"Indoor",410000
"South Yarra","9 Moore St",3,"House","PI","Thomson","24/9/16",3.3,3141,2,1,0,146,89,1910,"Melbourne City Council",-37.8454,144.9888,"Southern",14887,"Carport",1125000
"Southbank","3303/9 Power St",2,"Unit","PI","Marshall","24/9/16",1.2,3006,2,2,2,557,73,2014,"Melbourne City Council",-37.8229,144.9612,"Southern",8400,"Indoor",800000
"Southbank","73/1 Riverside Qy",2,"Unit","S","Dingle","24/9/16",1.2,3006,2,2,1,557,93,1994,"Melbourne City Council",-37.822,144.9637,"Southern",8400,"Carport",540000
"St Kilda","3/48 Dalgety St",2,"Unit","S","McGrath","24/9/16",6.1,3182,3,2,2,557,160.2800156,1970,"Port Phillip City Council",-37.8594,144.9808,"Southern",13240,"Underground",549000
"St Kilda","64 Havelock St",2,"House","S","hockingstuart","24/9/16",6.1,3182,2,1,0,201,83,1915,"Port Phillip City Council",-37.8654,144.9809,"Southern",13240,"Outdoor Stall",1200500
"St Kilda","104 Inkerman St",4,"House","S","Jellis","24/9/16",6.1,3182,3,2,2,557,160.2800156,1970,"Port Phillip City Council",-37.8646,144.9866,"Southern",13240,"Parking Pad",1170000
"St Kilda","602/13 Wellington St",2,"Unit","VB","Eview","24/9/16",6.1,3182,2,2,1,557,76,2013,"Port Phillip City Council",-37.8562,144.9844,"Southern",13240,"Detached Garage",565000
"Strathmore","16 Wendora St",3,"House","S","Nelson","24/9/16",9.7,3041,3,2,1,752,160.2800156,1970,"Moonee Valley City Council",-37.7303,144.9198,"Western",3284,"Indoor",1075000
"Sunshine West","8a Glengala Rd",3,"House","S","Douglas","24/9/16",13.5,3020,3,1,1,534,131,1970,"Brimbank City Council",-37.7887,144.8231,"Western",6763,"Underground",622500
"Sunshine West","3/14 Smart St",2,"Unit","S","Bells","24/9/16",13.5,3020,2,1,1,235,80,1990,"Brimbank City Council",-37.7847,144.8146,"Western",6763,"Carport",350000
"Surrey Hills","14 Scheele St",3,"House","S","hockingstuart","24/9/16",11.2,3127,0,2,1,335,209,2013,"Boroondara City Council",-37.8165,145.0981,"Southern",5457,"Detached Garage",1560000
"Templestowe Lower","9 Esther St",3,"House","S","Ray","24/9/16",13.8,3107,3,1,1,726,160.2800156,1960,"Manningham City Council",-37.7656,145.1017,"Eastern",5420,"Attached Garage",1053000
"Templestowe Lower","15 Killarney Rd",3,"House","S","Barry","24/9/16",13.8,3107,3,1,2,799,174,1960,"Manningham City Council",-37.7698,145.1028,"Eastern",5420,"Parkade",1002000
"Thornbury","43 Ballantyne St",2,"House","S","Holland","24/9/16",6.5,3071,2,1,1,258,157,1970,"Darebin City Council",-37.7584,144.9971,"Northern",8870,"Underground",925000
"Thornbury","50b Clyde St",3,"House","VB","Nelson","24/9/16",6.5,3071,3,2,3,297,234,2013,"Darebin City Council",-37.7617,145.0117,"Northern",8870,"Carport",1250000
"Thornbury","56a Leinster Gr",3,"Townhouse","S","Jellis","24/9/16",6.5,3071,3,2,2,158,140,2007,"Darebin City Council",-37.7588,144.9881,"Northern",8870,"Detached Garage",1070000
"Thornbury","4/77 Pender St",2,"Unit","S","Brace","24/9/16",6.5,3071,2,1,1,557,160.2800156,1960,"Darebin City Council",-37.7542,145.01,"Northern",8870,"Attached Garage",371000
"Thornbury","109 Rossmoyne St",3,"House","SP","McGrath","24/9/16",6.5,3071,4,2,1,377,377,1920,"Darebin City Council",-37.7578,145.0076,"Northern",8870,"Indoor",1570000
"Thornbury","4/85 St David St",2,"Unit","S","Nelson","24/9/16",6.5,3071,2,1,1,557,66,1960,"Darebin City Council",-37.761,145.0055,"Northern",8870,"Parkade",486000
"Watsonia","295 Greenwood Dr",3,"House","S","Barry","24/9/16",14.9,3087,3,2,0,767,147,1960,"Banyule City Council",-37.7084,145.0788,"Northern",2329,"Attached Garage",860500
"Watsonia","4 Papua St",3,"House","S","Buckingham","24/9/16",14.9,3087,3,1,1,604,97,1970,"Banyule City Council",-37.7115,145.088,"Northern",2329,"Parkade",702000
"Watsonia","49 Wattle Dr",3,"House","S","Barry","24/9/16",14.9,3087,3,1,1,319,96,2000,"Banyule City Council",-37.7165,145.0759,"Northern",2329,"Underground",627500
"West Melbourne","209/5 Stawell St",1,"Unit","S","Nelson","24/9/16",1.9,3003,1,1,1,547,58,1900,"Melbourne City Council",-37.806,144.942,"Northern",2230,"Outdoor Stall",443000
"Williamstown","33 Cecil St",3,"House","S","Sweeney","24/9/16",8,3016,3,2,1,185,139,1900,"Hobsons Bay City Council",-37.8664,144.9072,"Western",6380,"Carport",1310000
"Williamstown","105 Dover Rd",4,"Townhouse","SP","Gunn&Co","24/9/16",8,3016,4,1,2,557,160.2800156,1970,"Hobsons Bay City Council",-37.8519,144.8968,"Western",6380,"Detached Garage",830000
"Williamstown","6/13 Dover Rd",2,"Unit","S","RT","24/9/16",8,3016,2,1,1,557,61,1970,"Hobsons Bay City Council",-37.8563,144.8995,"Western",6380,"Attached Garage",491500
"Williamstown","2/4 Lyons St",2,"Unit","SP","Greg","24/9/16",8,3016,2,1,1,557,60,1980,"Hobsons Bay City Council",-37.8612,144.8971,"Western",6380,"Parkade",547500
"Williamstown North","13/68 Kororoit Creek Rd",2,"Unit","S","Sweeney","24/9/16",8.9,3016,2,1,1,557,61,1970,"Hobsons Bay City Council",-37.8571,144.8841,"Western",802,"Carport",367500
"Windsor","3/45 Williams Rd",2,"Unit","SP","hockingstuart","24/9/16",5.1,3181,2,1,1,1452,96,1970,"Port Phillip City Council",-37.8554,145.0018,"Southern",4380,"Detached Garage",600000
"Yallambie","252 Yallambie Rd",3,"House","S","Buckingham","24/9/16",15,3085,4,2,4,535,160.2800156,1970,"Banyule City Council",-37.7225,145.1037,"Northern",1369,"Attached Garage",720000
"Yarraville","9/11 Berry St",3,"House","S","Village","24/9/16",7,3013,3,2,2,206,173,2006,"Maribyrnong City Council",-37.8127,144.8965,"Western",6543,"Indoor",955000
"Yarraville","3 Freame St",3,"House","SP","Village","24/9/16",7,3013,3,1,1,448,104,1940,"Maribyrnong City Council",-37.8171,144.8753,"Western",6543,"Parkade",1081000
"Yarraville","443 Geelong Rd",3,"House","S","Sweeney","24/9/16",7,3013,3,1,5,558,128,1940,"Maribyrnong City Council",-37.8119,144.868,"Western",6543,"Carport",725000
"Aberfeldie","1 Chisholm St",3,"Unit","S","Barry","24/9/16",9.1,3040,3,1,1,229,111,1996,"Moonee Valley City Council",-37.7606,144.8973,"Western",1543,"Detached Garage",726000
"Brunswick East","5 John St",3,"House","S","Jellis","24/9/16",4.5,3057,2,1,1,231,160.2800156,1900,"Moreland City Council",-37.7759,144.976,"Northern",5533,"Detached Garage",910000
"Burnley","148 Stawell St",2,"House","S","Jellis","24/9/16",3.5,3121,2,1,1,149,77,1900,"Yarra City Council",-37.8287,145.0089,"Northern",438,"Attached Garage",1202500
"Carlton","2/105 Neill St",3,"Unit","S","Nelson","24/9/16",1.8,3053,3,2,1,557,160.2800156,1970,"Melbourne City Council",-37.7946,144.9716,"Northern",6786,"Indoor",1110000
"East Melbourne","6/108 George St",1,"Unit","SP","Caine","24/9/16",1.5,3002,1,1,0,557,160.2800156,1970,"Melbourne City Council",-37.8153,144.9868,"Northern",3040,"Parkade",565000
"Essendon West","2/45 Hoffmans Rd",3,"Townhouse","PI","Barry","24/9/16",9.8,3040,3,2,2,356,223,2011,"Moonee Valley City Council",-37.7493,144.8901,"Western",588,"Underground",970000
"Fawkner","162 Anderson Rd",3,"House","S","Brad","24/9/16",12.4,3060,2,1,1,583,160.2800156,1970,"Hume City Council",-37.6949,144.9619,"Northern",5070,"Outdoor Stall",550000
"Fawkner","1/80 Argyle St",4,"Unit","S","hockingstuart","24/9/16",12.4,3060,4,2,3,209,120,1960,"Hume City Council",-37.7172,144.968,"Northern",5070,"Carport",540000
"Fawkner","41 Murray St",3,"House","S","Nelson","24/9/16",12.4,3060,2,1,2,701,160.2800156,1970,"Hume City Council",-37.7054,144.963,"Northern",5070,"Attached Garage",643000
"Fawkner","34a Preston St",3,"House","S","hockingstuart","24/9/16",12.4,3060,3,2,2,297,133,2012,"Hume City Council",-37.6994,144.9686,"Northern",5070,"Indoor",631000
"Hawthorn East","4 Temple St",6,"House","S","Noel","24/9/16",7.5,3123,6,2,0,350,198,1900,"Boroondara City Council",-37.8219,145.0556,"Southern",6482,"Carport",1666000
"Heidelberg","10 Cleve Gr",3,"House","S","Miles","24/9/16",10.6,3084,3,1,1,662,159,1950,"Banyule City Council",-37.7507,145.062,"Eastern",2890,"Attached Garage",1195000
"Heidelberg","1/14 Edgar St",3,"House","VB","Fletchers","24/9/16",10.6,3084,3,2,2,285,160.2800156,2010,"Banyule City Council",-37.7491,145.0702,"Eastern",2890,"Indoor",850000
"Heidelberg","4/97 Hawdon St",4,"Unit","S","Miles","24/9/16",10.6,3084,4,2,2,1180,160.2800156,1970,"Banyule City Council",-37.7551,145.0646,"Eastern",2890,"Parkade",830000
"Heidelberg","55 Hodgson St",3,"House","S","Miles","24/9/16",10.6,3084,3,1,2,674,160.2800156,1970,"Banyule City Council",-37.749,145.0731,"Eastern",2890,"Carport",1076000
"Heidelberg","14 Scarborough Dr",4,"House","S","Miles","24/9/16",10.6,3084,4,2,2,635,160.2800156,1970,"Banyule City Council",-37.7446,145.0844,"Eastern",2890,"Detached Garage",1362000
"Jacana","15 Bliburg St",3,"House","PI","Eview","24/9/16",14.5,3047,3,1,1,601,92,1960,"Hume City Council",-37.6889,144.9109,"Northern",851,"Attached Garage",460000
"Kingsville","72 Chirnside St",4,"House","SP","Jas","24/9/16",7.8,3012,4,2,1,274,172,1910,"Maribyrnong City Council",-37.8078,144.8825,"Western",1808,"Indoor",1275000
"Kingsville","57 Wales St",3,"House","SP","Village","24/9/16",7.8,3012,3,1,1,275,100,1920,"Maribyrnong City Council",-37.8085,144.8802,"Western",1808,"Detached Garage",925000
"Murrumbeena","32 Leura St",2,"House","S","hockingstuart","24/9/16",12.1,3163,2,2,1,293,125,2004,"Glen Eira City Council",-37.9033,145.0727,"Southern",4442,"Attached Garage",861500
"Murrumbeena","116/41 Murrumbeena Rd",2,"Unit","VB","Beller","24/9/16",12.1,3163,2,2,1,5289,70,2013,"Glen Eira City Council",-37.8882,145.0666,"Southern",4442,"Indoor",500000
"Murrumbeena","19 Wahroongaa Rd",4,"House","S","Woodards","24/9/16",12.1,3163,3,2,1,690,160.2800156,1970,"Glen Eira City Council",-37.8885,145.0726,"Southern",4442,"Parkade",1670000
"Ormond","1 Blackshaw St",2,"House","S","Buxton","24/9/16",11.8,3204,3,1,2,595,160.2800156,1970,"Glen Eira City Council",-37.9092,145.0507,"Southern",3578,"Underground",1668000
"West Footscray","9/24 Dongola Rd",3,"House","S","Jas","24/9/16",8.2,3012,3,2,3,446,160.2800156,2006,"Maribyrnong City Council",-37.7923,144.8814,"Western",5058,"Parking Pad",900000
"West Footscray","35 Exhibition St",2,"House","S","Village","24/9/16",8.2,3012,2,1,1,259,160.2800156,1970,"Maribyrnong City Council",-37.8058,144.875,"Western",5058,"Carport",790000
"West Footscray","50 Hex St",2,"House","S","Village","24/9/16",8.2,3012,3,1,1,267,95,1940,"Maribyrnong City Council",-37.8021,144.8629,"Western",5058,"Detached Garage",770000
"West Footscray","77 Suffolk St",2,"House","S","Burnham","24/9/16",8.2,3012,2,1,2,161,700,1977,"Maribyrnong City Council",-37.7905,144.8714,"Western",5058,"Attached Garage",495000
"Albion","25 Brisbane St",2,"Unit","S","Barry","24/9/16",13.9,3020,3,1,1,199,160.2800156,1970,"Brimbank City Council",-37.7761,144.8164,"Western",2185,"Indoor",463000
"Albion","16/20 Talmage St",2,"Townhouse","SP","Barry","24/9/16",13.9,3020,2,1,1,557,78,1970,"Brimbank City Council",-37.7796,144.8252,"Western",2185,"Parkade",319000
"Glen Huntly","201/1177 Glen Huntly Rd",2,"Unit","S","Woodards","24/9/16",10.4,3163,2,1,1,557,160.2800156,1970,"Glen Eira City Council",-37.8894,145.0431,"Southern",2403,"Underground",445000
"Cremorne","54 Balmain St",2,"House","S","Biggin","24/9/16",2.5,3121,2,1,1,144,160.2800156,1970,"Yarra City Council",-37.8301,144.9927,"Northern",1123,"Parking Pad",1110000
"Cremorne","308/163 Cremorne St",2,"Unit","S","hockingstuart","24/9/16",2.5,3121,2,1,1,557,160.2800156,2007,"Yarra City Council",-37.8301,144.9904,"Northern",1123,"Carport",565000
"Cremorne","175 Dover St",2,"Townhouse","S","hockingstuart","24/9/16",2.5,3121,2,1,1,151,151,1998,"Yarra City Council",-37.8311,144.9914,"Northern",1123,"Detached Garage",1010000
"South Kingsville","2/77 Vernon St",2,"House","SP","Gunn&Co","24/9/16",9.1,3015,2,1,2,462,160.2800156,1970,"Hobsons Bay City Council",-37.8331,144.8715,"Western",984,"Indoor",392250
"Abbotsford","17/1 Abbot St",3,"Townhouse","SP","Jellis","25/2/17",2.5,3067,3,2,2,557,160.2800156,1970,"Yarra City Council",-37.7972,144.9969,"Northern",4019,"Underground",962000
"Abbotsford","166 Gipps St",3,"House","S","Biggin","25/2/17",2.5,3067,3,2,2,147,18,1970,"Yarra City Council",-37.805,144.9943,"Northern",4019,"Carport",1290000
"Abbotsford","60 Stafford St",3,"House","S","Biggin","25/2/17",2.5,3067,3,1,1,168,124,1950,"Yarra City Council",-37.8007,144.9958,"Northern",4019,"Detached Garage",1290000
"Airport West","33 North St",3,"House","PI","Nelson","25/2/17",13.5,3042,3,1,1,585,160.2800156,1970,"Moonee Valley City Council",-37.72,144.878,"Western",3464,"Indoor",720000
"Albert Park","13/52 Moubray St",1,"Unit","S","Marshall","25/2/17",3.3,3206,1,1,0,557,34,1970,"Port Phillip City Council",-37.8421,144.9517,"Southern",3280,"Parkade",442500
"Albert Park","115 Page St",4,"House","S","Marshall","25/2/17",3.3,3206,4,2,1,330,207,1910,"Port Phillip City Council",-37.8477,144.9558,"Southern",3280,"Carport",4735000
"Albert Park","32 Page St",2,"House","S","Greg","25/2/17",3.3,3206,2,1,0,136,160.2800156,1970,"Port Phillip City Council",-37.846,144.9517,"Southern",3280,"Detached Garage",1340000
"Albert Park","34 Richardson St",3,"House","S","hockingstuart","25/2/17",3.3,3206,3,1,1,202,160.2800156,1970,"Port Phillip City Council",-37.8429,144.9493,"Southern",3280,"Attached Garage",1801000
"Alphington","1/14 Fulham Rd",2,"Unit","S","Love","25/2/17",6.4,3078,2,1,1,557,61,1965,"Darebin City Council",-37.7805,145.0262,"Northern",2211,"Indoor",512000
"Alphington","17 Lowther St",3,"House","S","Collins","25/2/17",6.4,3078,3,2,2,557,160.2800156,1970,"Darebin City Council",-37.7796,145.0285,"Northern",2211,"Parkade",1361000
"Altona","51 Millers Rd",4,"House","S","Barlow","25/2/17",13.8,3018,4,1,0,797,160.2800156,1970,"Hobsons Bay City Council",-37.8663,144.8387,"Western",5301,"Carport",1030000
"Altona","2/119 Railway St N",3,"Unit","S","Barlow","25/2/17",13.8,3018,3,1,2,181,160.2800156,1970,"Hobsons Bay City Council",-37.8659,144.822,"Western",5301,"Detached Garage",605000
"Altona North","6 Hill St",3,"House","S","hockingstuart","25/2/17",11.1,3025,3,2,3,555,130,1960,"Hobsons Bay City Council",-37.8318,144.8388,"Western",5132,"Carport",815000
"Altona North","84 May St",4,"House","S","Greg","25/2/17",11.1,3025,4,1,2,708,160.2800156,1970,"Hobsons Bay City Council",-37.833,144.8494,"Western",5132,"Detached Garage",970000
"Armadale","10/51 Armadale St",2,"Unit","S","Jellis","25/2/17",6.3,3143,2,1,1,2471,80,1970,"Stonnington City Council",-37.8573,145.0186,"Southern",4836,"Attached Garage",710000
"Armadale","2/377 Dandenong Rd",2,"Unit","S","Jellis","25/2/17",6.3,3143,2,1,1,1194,160.2800156,1953,"Stonnington City Council",-37.8604,145.0147,"Southern",4836,"Indoor",872000
"Armadale","1/14 Denbigh Rd",2,"Unit","S","hockingstuart","25/2/17",6.3,3143,2,1,1,557,88,1970,"Stonnington City Council",-37.8593,145.0156,"Southern",4836,"Parkade",598000
"Armadale","75 Sutherland Rd",3,"House","S","Marshall","25/2/17",6.3,3143,3,1,2,186,80,1920,"Stonnington City Council",-37.8554,145.0173,"Southern",4836,"Detached Garage",1285000
"Armadale","61 Union St",4,"House","S","Jellis","25/2/17",6.3,3143,4,3,2,421,160.2800156,1970,"Stonnington City Council",-37.8593,145.0275,"Southern",4836,"Attached Garage",3660000
"Ascot Vale","18/54 Epsom Rd",2,"Unit","PI","Jellis","25/2/17",5.9,3032,2,1,1,1957,69,2012,"Moonee Valley City Council",-37.7731,144.9074,"Western",6567,"Attached Garage",390000
"Ascot Vale","15 Mirams St",4,"House","S","Jellis","25/2/17",5.9,3032,4,1,1,552,155,1920,"Moonee Valley City Council",-37.7769,144.9138,"Western",6567,"Indoor",1345000
"Ascot Vale","44 Walter St",3,"House","S","Barry","25/2/17",5.9,3032,3,2,2,416,168,1900,"Moonee Valley City Council",-37.7727,144.9055,"Western",6567,"Underground",1381500
"Ashburton","63 Dent St",4,"House","S","Jellis","25/2/17",11,3147,4,2,4,749,206,1950,"Boroondara City Council",-37.8669,145.077,"Southern",3052,"Detached Garage",1800000
"Ashburton","4 Vears Rd",3,"House","S","Jellis","25/2/17",11,3147,3,2,3,724,168,1940,"Boroondara City Council",-37.8619,145.0879,"Southern",3052,"Detached Garage",1830000
"Ashwood","14 Ashwood Dr",3,"House","S","Jellis","25/2/17",12.2,3147,3,1,1,760,120,1960,"Monash City Council",-37.858,145.1038,"Southern",2894,"Indoor",1305000
"Ashwood","1/2 Condah Ct",3,"House","S","Noel","25/2/17",12.2,3147,3,2,1,320,85,1958,"Monash City Council",-37.87,145.1103,"Southern",2894,"Carport",855000
"Avondale Heights","19 Clarendon St",3,"House","S","Jas","25/2/17",10.5,3034,3,2,2,705,160.2800156,1970,"Moonee Valley City Council",-37.766,144.8596,"Western",4502,"Indoor",730000
"Avondale Heights","2 Drake Ct",3,"House","S","Edward","25/2/17",10.5,3034,3,1,3,812,117,1960,"Moonee Valley City Council",-37.765,144.8578,"Western",4502,"Carport",875000
"Avondale Heights","11 South Tce",3,"House","SP","Moonee","25/2/17",10.5,3034,3,2,8,585,160.2800156,1970,"Moonee Valley City Council",-37.751,144.8571,"Western",4502,"Attached Garage",850000
